Stream,Activity,Interest1,Interest2,Skill1,Skill2,Subject1,Subject2,Numerical,Logical,English,Personality,PreferredEnv,StudyStyle,Career
Science,Organize,Designing,Writing,Communication,Teamwork,Political Science,Economics,85.74,4,7,31,Outdoor,Hands-On,Pharmacist
Science,Organize,Exploring,Public Speaking,Empathy,Leadership,Political Science,Computer Science,86.95,3,5,36,Team,Hands-On,Pharmacist
Science,Organize,Helping,Public Speaking,Teamwork,Observation,History,Economics,90.66,6,5,44,Outdoor,Hands-On,Pharmacist
Science,Organize,Reading,Designing,Problem Solving,Observation,Biology,Computer Science,60.52,2,7,32,Solo,Hands-On,Pharmacist
Science,Organize,Reading,Writing,Teamwork,Leadership,History,Mathematics,64.79,8,7,32,Team,Hands-On,Pharmacist
Science,Organize,Helping,Drawing,Creativity,Empathy,Mathematics,Physics,62.2,8,8,34,Team,Reading,Pharmacist
Science,Organize,Programming,Reading,Problem Solving,Observation,History,Chemistry,93.47,4,3,31,Team,Visual,Pharmacist
Science,Organize,Drawing,Designing,Teamwork,Teamwork,Mathematics,Computer Science,74.54,7,6,36,Outdoor,Hands-On,Pharmacist
Science,Organize,Programming,Reading,Empathy,Python,Biology,Business Studies,62.48,9,6,40,Team,Visual,Pharmacist
Science,Organize,Designing,Exploring,Communication,Leadership,Physics,Physics,78.43,7,8,37,Outdoor,Visual,Pharmacist
Science,Organize,Writing,Helping,Teamwork,Teamwork,Biology,Political Science,81.43,9,7,38,Structured,Hands-On,Pharmacist
Science,Organize,Public Speaking,Reading,Observation,Communication,History,Computer Science,74.1,9,5,44,Team,Visual,Pharmacist
Science,Organize,Writing,Helping,Empathy,Communication,Psychology,Business Studies,74.6,4,7,31,Structured,Hands-On,Pharmacist
Science,Organize,Reading,Designing,Creativity,Communication,Biology,History,83.41,5,6,25,Outdoor,Reading,Pharmacist
Science,Organize,Programming,Helping,Problem Solving,Empathy,History,Computer Science,70.48,2,3,38,Outdoor,Hands-On,Pharmacist
Science,Organize,Programming,Helping,Observation,Empathy,Physics,Chemistry,82.86,7,5,34,Structured,Hands-On,Pharmacist
Science,Organize,Drawing,Designing,Leadership,Creativity,Computer Science,Economics,74.96,4,10,39,Team,Reading,Pharmacist
Science,Organize,Drawing,Exploring,Communication,Teamwork,Psychology,Economics,72.79,7,7,24,Structured,Listening,Pharmacist
Science,Organize,Public Speaking,Public Speaking,Creativity,Teamwork,Political Science,Economics,72.53,5,4,33,Solo,Visual,Pharmacist
Science,Organize,Programming,Public Speaking,Communication,Communication,Economics,Political Science,92.98,8,5,37,Structured,Visual,Pharmacist
Science,Organize,Public Speaking,Exploring,Creativity,Teamwork,Physics,History,88.99,8,7,31,Team,Listening,Pharmacist
Science,Organize,Exploring,Programming,Teamwork,Leadership,Physics,Business Studies,81.98,7,8,38,Outdoor,Visual,Pharmacist
Science,Organize,Public Speaking,Reading,Python,Problem Solving,Economics,Chemistry,85.5,5,9,35,Solo,Visual,Pharmacist
Science,Organize,Exploring,Programming,Leadership,Problem Solving,Biology,Biology,95.75,5,10,35,Structured,Hands-On,Pharmacist
Science,Organize,Designing,Exploring,Problem Solving,Problem Solving,Chemistry,Political Science,68.49,6,6,37,Team,Hands-On,Pharmacist
Science,Organize,Reading,Drawing,Problem Solving,Communication,Mathematics,Physics,80.23,5,6,45,Solo,Hands-On,Pharmacist
Science,Organize,Exploring,Designing,Problem Solving,Empathy,Mathematics,History,92.28,7,7,35,Outdoor,Reading,Pharmacist
Science,Organize,Helping,Public Speaking,Creativity,Python,Business Studies,Psychology,81.14,4,6,26,Solo,Reading,Pharmacist
Science,Organize,Public Speaking,Reading,Creativity,Python,History,Psychology,78.99,8,6,42,Solo,Reading,Pharmacist
Science,Organize,Programming,Designing,Teamwork,Empathy,Political Science,Mathematics,62.74,4,7,40,Solo,Reading,Pharmacist
Science,Organize,Helping,Public Speaking,Observation,Observation,Mathematics,Computer Science,91.84,6,9,34,Team,Reading,Pharmacist
Science,Organize,Designing,Helping,Leadership,Python,Political Science,Psychology,73.27,8,8,27,Team,Listening,Pharmacist
Science,Organize,Exploring,Programming,Observation,Problem Solving,Political Science,Economics,89.77,9,5,36,Structured,Listening,Pharmacist
Science,Organize,Drawing,Helping,Problem Solving,Communication,Political Science,History,79.94,7,5,31,Team,Reading,Pharmacist
Science,Organize,Helping,Drawing,Teamwork,Python,Political Science,Business Studies,74.74,9,8,33,Structured,Reading,Pharmacist
Science,Organize,Designing,Public Speaking,Leadership,Empathy,Economics,Chemistry,82.72,1,9,26,Structured,Hands-On,Pharmacist
Science,Organize,Reading,Public Speaking,Python,Leadership,Business Studies,Psychology,71.38,4,4,40,Solo,Visual,Pharmacist
Science,Organize,Public Speaking,Public Speaking,Teamwork,Empathy,Economics,Computer Science,70.32,7,6,37,Solo,Reading,Pharmacist
Science,Organize,Public Speaking,Reading,Teamwork,Empathy,Psychology,Mathematics,75.77,4,8,32,Structured,Reading,Pharmacist
Science,Organize,Writing,Helping,Problem Solving,Teamwork,Political Science,Economics,59.43,6,10,39,Outdoor,Hands-On,Pharmacist
Science,Organize,Writing,Exploring,Teamwork,Creativity,History,Economics,71.51,6,6,45,Team,Hands-On,Pharmacist
Science,Organize,Writing,Designing,Python,Empathy,Biology,Physics,78.82,7,9,36,Outdoor,Listening,Pharmacist
Science,Organize,Helping,Drawing,Empathy,Observation,Mathematics,Business Studies,72.41,6,6,34,Team,Listening,Pharmacist
Science,Organize,Writing,Helping,Teamwork,Teamwork,History,Biology,82.28,7,8,34,Outdoor,Reading,Pharmacist
Science,Organize,Drawing,Exploring,Communication,Python,Political Science,Physics,75.79,3,8,36,Solo,Visual,Pharmacist
Science,Media,Programming,Designing,Communication,Empathy,Chemistry,Biology,84.98,1,10,34,Solo,Reading,Science Journalist
Science,Media,Exploring,Writing,Python,Teamwork,History,Physics,86.08,4,8,29,Solo,Listening,Science Journalist
Science,Media,Programming,Programming,Leadership,Leadership,Physics,Political Science,68.76,10,6,36,Structured,Reading,Science Journalist
Science,Media,Reading,Reading,Communication,Empathy,Mathematics,Psychology,83.7,7,7,36,Outdoor,Hands-On,Science Journalist
Science,Media,Helping,Designing,Creativity,Observation,Business Studies,History,99.03,6,7,40,Team,Reading,Science Journalist
Science,Media,Helping,Reading,Python,Creativity,Business Studies,Business Studies,86.06,9,8,29,Structured,Listening,Science Journalist
Science,Media,Programming,Programming,Communication,Creativity,History,Business Studies,91.33,4,7,31,Outdoor,Visual,Science Journalist
Science,Media,Programming,Public Speaking,Empathy,Teamwork,Computer Science,Physics,74.36,7,7,37,Solo,Hands-On,Science Journalist
Science,Media,Programming,Drawing,Observation,Python,Mathematics,Psychology,91.14,7,6,39,Team,Listening,Science Journalist
Science,Media,Reading,Helping,Communication,Empathy,Psychology,Business Studies,86.89,4,8,38,Outdoor,Listening,Science Journalist
Science,Media,Drawing,Reading,Observation,Python,Chemistry,Business Studies,72.02,9,6,35,Team,Visual,Science Journalist
Science,Media,Writing,Designing,Observation,Python,Computer Science,History,73.27,7,4,27,Structured,Reading,Science Journalist
Science,Media,Writing,Designing,Problem Solving,Communication,Psychology,Business Studies,90.95,5,5,24,Solo,Hands-On,Science Journalist
Science,Media,Public Speaking,Reading,Creativity,Leadership,Biology,Business Studies,68.61,4,10,40,Team,Listening,Science Journalist
Science,Media,Writing,Writing,Creativity,Creativity,Physics,Computer Science,68.12,10,8,33,Structured,Hands-On,Science Journalist
Science,Media,Helping,Reading,Communication,Creativity,Biology,Business Studies,50.01,10,4,26,Structured,Listening,Science Journalist
Science,Media,Reading,Programming,Creativity,Observation,Political Science,Chemistry,85.23,10,9,37,Outdoor,Listening,Science Journalist
Science,Media,Programming,Helping,Problem Solving,Problem Solving,Chemistry,Political Science,80.95,8,8,36,Team,Reading,Science Journalist
Science,Media,Designing,Drawing,Communication,Leadership,Computer Science,Computer Science,76.04,6,5,33,Structured,Reading,Science Journalist
Science,Media,Reading,Drawing,Problem Solving,Leadership,Business Studies,Computer Science,58.07,6,5,29,Structured,Visual,Science Journalist
Science,Media,Writing,Helping,Empathy,Teamwork,Psychology,Psychology,76.8,9,8,27,Team,Listening,Science Journalist
Science,Media,Reading,Drawing,Leadership,Python,Business Studies,Economics,65.1,8,5,33,Structured,Hands-On,Science Journalist
Science,Media,Exploring,Writing,Problem Solving,Communication,Computer Science,Economics,80.5,5,7,28,Team,Listening,Science Journalist
Science,Media,Writing,Drawing,Problem Solving,Observation,Computer Science,History,68.99,7,3,37,Team,Hands-On,Science Journalist
Science,Media,Designing,Helping,Problem Solving,Observation,Chemistry,Psychology,74.8,8,7,41,Team,Reading,Science Journalist
Science,Media,Programming,Exploring,Empathy,Teamwork,Computer Science,Chemistry,76.25,6,7,37,Structured,Listening,Science Journalist
Science,Media,Drawing,Helping,Empathy,Leadership,Biology,Business Studies,75.49,7,5,31,Structured,Visual,Science Journalist
Science,Media,Exploring,Exploring,Problem Solving,Problem Solving,Political Science,Physics,60.97,10,4,31,Outdoor,Visual,Science Journalist
Science,Media,Reading,Public Speaking,Observation,Communication,Psychology,Physics,67.82,8,6,41,Structured,Hands-On,Science Journalist
Science,Media,Designing,Reading,Python,Creativity,Computer Science,Mathematics,68.27,7,5,45,Team,Listening,Science Journalist
Science,Media,Writing,Designing,Teamwork,Communication,Economics,Physics,63.12,7,8,37,Structured,Visual,Science Journalist
Science,Media,Helping,Designing,Creativity,Creativity,Biology,Economics,73.15,6,7,34,Outdoor,Hands-On,Science Journalist
Science,Media,Exploring,Public Speaking,Teamwork,Observation,History,Chemistry,84.64,10,5,28,Structured,Listening,Science Journalist
Science,Media,Writing,Reading,Leadership,Python,Chemistry,Physics,74.12,10,5,43,Outdoor,Visual,Science Journalist
Science,Media,Drawing,Public Speaking,Communication,Communication,Economics,Political Science,91.78,5,8,43,Structured,Listening,Science Journalist
Science,Media,Public Speaking,Designing,Communication,Communication,Business Studies,Business Studies,71.21,6,5,29,Solo,Reading,Science Journalist
Science,Media,Exploring,Designing,Problem Solving,Python,Mathematics,Mathematics,68.51,4,7,31,Outdoor,Visual,Science Journalist
Science,Media,Reading,Drawing,Observation,Observation,Mathematics,History,77.34,3,7,39,Solo,Hands-On,Science Journalist
Science,Media,Exploring,Writing,Problem Solving,Problem Solving,Psychology,Chemistry,55.06,7,9,28,Outdoor,Hands-On,Science Journalist
Science,Media,Exploring,Drawing,Leadership,Creativity,Biology,Economics,91.73,7,5,34,Solo,Reading,Science Journalist
Science,Media,Helping,Reading,Communication,Observation,Biology,Political Science,80.58,7,8,30,Structured,Listening,Science Journalist
Science,Media,Drawing,Designing,Problem Solving,Communication,History,Political Science,76.69,4,6,30,Team,Reading,Science Journalist
Science,Media,Exploring,Helping,Communication,Communication,Economics,History,67.64,9,9,38,Solo,Hands-On,Science Journalist
Science,Media,Programming,Exploring,Communication,Empathy,Business Studies,Political Science,64.08,6,9,35,Structured,Listening,Science Journalist
Science,Media,Exploring,Designing,Teamwork,Teamwork,Biology,Chemistry,98.19,7,7,33,Solo,Reading,Science Journalist
Science,Media,Helping,Programming,Leadership,Empathy,Political Science,Computer Science,76.34,6,8,39,Team,Listening,Science Journalist
Science,Media,Exploring,Reading,Creativity,Leadership,Political Science,Economics,67.14,4,3,37,Solo,Listening,Science Journalist
Science,Media,Public Speaking,Designing,Creativity,Empathy,Computer Science,Physics,63.97,2,7,47,Structured,Hands-On,Science Journalist
Science,Media,Writing,Reading,Teamwork,Creativity,Mathematics,Mathematics,74.94,8,7,34,Outdoor,Listening,Science Journalist
Science,Media,Drawing,Drawing,Empathy,Empathy,Physics,Psychology,84.19,6,7,36,Outdoor,Hands-On,Science Journalist
Science,Media,Drawing,Writing,Leadership,Leadership,Psychology,Computer Science,68.32,8,6,31,Solo,Reading,Science Journalist
Science,Media,Designing,Programming,Leadership,Communication,Biology,Mathematics,80.37,5,7,34,Team,Hands-On,Science Journalist
Science,Media,Public Speaking,Designing,Teamwork,Communication,Psychology,Computer Science,85.86,7,6,39,Structured,Listening,Science Journalist
Science,Media,Exploring,Reading,Creativity,Problem Solving,Political Science,Computer Science,88.9,8,7,28,Outdoor,Listening,Science Journalist
Science,Media,Exploring,Writing,Python,Creativity,History,Economics,64.35,6,5,34,Solo,Listening,Science Journalist
Science,Outdoor,Public Speaking,Designing,Empathy,Teamwork,Computer Science,Economics,75.57,8,6,37,Outdoor,Hands-On,Civil Engineer
Science,Outdoor,Drawing,Exploring,Observation,Python,Physics,Chemistry,75.64,3,5,34,Structured,Visual,Civil Engineer
Science,Outdoor,Reading,Drawing,Teamwork,Teamwork,Physics,Business Studies,62.9,8,10,41,Team,Reading,Civil Engineer
Science,Outdoor,Helping,Drawing,Leadership,Creativity,Economics,Computer Science,72.87,9,7,33,Solo,Hands-On,Civil Engineer
Science,Outdoor,Drawing,Programming,Problem Solving,Leadership,Mathematics,Business Studies,68.87,6,6,35,Solo,Visual,Civil Engineer
Science,Outdoor,Programming,Public Speaking,Teamwork,Creativity,Biology,Psychology,76.61,7,7,40,Team,Listening,Civil Engineer
Science,Outdoor,Programming,Programming,Observation,Creativity,Business Studies,Biology,84.5,4,1,39,Structured,Visual,Civil Engineer
Science,Outdoor,Public Speaking,Designing,Creativity,Creativity,Chemistry,Economics,61.33,6,4,25,Outdoor,Hands-On,Civil Engineer
Science,Outdoor,Drawing,Designing,Communication,Communication,Chemistry,Political Science,80.41,8,5,22,Solo,Reading,Civil Engineer
Science,Outdoor,Exploring,Writing,Empathy,Communication,Business Studies,Psychology,69.54,7,4,35,Structured,Reading,Civil Engineer
Science,Outdoor,Reading,Reading,Communication,Creativity,Psychology,Business Studies,74.85,8,7,30,Outdoor,Listening,Civil Engineer
Science,Outdoor,Writing,Drawing,Empathy,Leadership,Chemistry,Mathematics,86.97,6,6,30,Outdoor,Visual,Civil Engineer
Science,Outdoor,Helping,Public Speaking,Empathy,Problem Solving,Computer Science,Physics,70.57,5,6,43,Team,Listening,Civil Engineer
Science,Outdoor,Designing,Reading,Empathy,Teamwork,Psychology,Chemistry,61.28,3,9,33,Solo,Hands-On,Civil Engineer
Science,Outdoor,Writing,Drawing,Problem Solving,Problem Solving,Economics,Political Science,68.31,9,5,44,Team,Listening,Civil Engineer
Science,Outdoor,Reading,Programming,Creativity,Python,Computer Science,Mathematics,81.78,6,10,31,Solo,Visual,Civil Engineer
Science,Outdoor,Designing,Helping,Problem Solving,Problem Solving,Business Studies,Chemistry,82.42,7,9,42,Team,Hands-On,Civil Engineer
Science,Outdoor,Reading,Helping,Creativity,Empathy,Biology,Political Science,75.32,5,7,31,Outdoor,Listening,Civil Engineer
Science,Outdoor,Reading,Helping,Problem Solving,Empathy,Physics,Mathematics,95.13,7,6,35,Solo,Listening,Civil Engineer
Science,Outdoor,Reading,Exploring,Python,Leadership,Biology,Chemistry,61.53,5,9,31,Solo,Reading,Civil Engineer
Science,Outdoor,Programming,Drawing,Teamwork,Observation,Political Science,Political Science,64.53,8,9,38,Outdoor,Reading,Civil Engineer
Science,Outdoor,Writing,Drawing,Leadership,Creativity,Physics,Economics,84.96,5,4,42,Structured,Hands-On,Civil Engineer
Science,Outdoor,Reading,Helping,Creativity,Teamwork,History,Political Science,71.77,6,9,37,Outdoor,Visual,Civil Engineer
Science,Outdoor,Exploring,Drawing,Observation,Communication,Computer Science,Chemistry,79.56,10,5,39,Solo,Reading,Civil Engineer
Science,Outdoor,Programming,Programming,Python,Empathy,Physics,History,75.57,7,10,37,Outdoor,Listening,Civil Engineer
Science,Outdoor,Drawing,Drawing,Python,Problem Solving,Mathematics,Economics,80.38,9,6,30,Team,Listening,Civil Engineer
Science,Outdoor,Writing,Helping,Creativity,Observation,Chemistry,Political Science,64.55,3,10,29,Solo,Reading,Civil Engineer
Science,Outdoor,Public Speaking,Programming,Problem Solving,Creativity,History,Computer Science,72.79,6,7,39,Outdoor,Hands-On,Civil Engineer
Science,Outdoor,Reading,Exploring,Python,Observation,Mathematics,Computer Science,83.6,5,6,36,Outdoor,Reading,Civil Engineer
Science,Outdoor,Exploring,Writing,Teamwork,Empathy,Political Science,Mathematics,72.51,10,7,38,Team,Visual,Civil Engineer
Science,Outdoor,Designing,Programming,Empathy,Observation,Physics,Economics,81.63,9,7,28,Solo,Listening,Civil Engineer
Science,Outdoor,Helping,Reading,Empathy,Empathy,Business Studies,History,79.0,5,5,37,Solo,Reading,Civil Engineer
Science,Outdoor,Helping,Reading,Python,Empathy,Political Science,Business Studies,87.38,7,7,43,Outdoor,Listening,Civil Engineer
Science,Outdoor,Reading,Reading,Communication,Problem Solving,Chemistry,Psychology,77.41,10,8,26,Solo,Listening,Civil Engineer
Science,Outdoor,Drawing,Public Speaking,Leadership,Leadership,Economics,Business Studies,82.53,7,9,38,Outdoor,Hands-On,Civil Engineer
Science,Outdoor,Exploring,Helping,Empathy,Creativity,Mathematics,Biology,73.62,4,6,30,Solo,Reading,Civil Engineer
Science,Outdoor,Reading,Drawing,Teamwork,Teamwork,Economics,Business Studies,69.19,8,10,36,Solo,Hands-On,Civil Engineer
Science,Outdoor,Public Speaking,Exploring,Leadership,Teamwork,Computer Science,Chemistry,63.04,7,9,31,Solo,Reading,Civil Engineer
Science,Outdoor,Helping,Programming,Empathy,Observation,Biology,Chemistry,73.66,7,5,38,Team,Hands-On,Civil Engineer
Science,Outdoor,Designing,Programming,Leadership,Leadership,Biology,Physics,73.79,7,5,32,Structured,Listening,Civil Engineer
Science,Outdoor,Public Speaking,Reading,Teamwork,Creativity,Biology,Chemistry,82.22,6,10,33,Solo,Visual,Civil Engineer
Science,Outdoor,Public Speaking,Drawing,Empathy,Problem Solving,Economics,Chemistry,77.25,8,4,26,Outdoor,Visual,Civil Engineer
Science,Outdoor,Programming,Reading,Empathy,Teamwork,Biology,Chemistry,59.74,9,5,47,Outdoor,Visual,Civil Engineer
Science,Outdoor,Programming,Exploring,Python,Communication,Psychology,Business Studies,69.36,7,10,45,Structured,Listening,Civil Engineer
Science,Outdoor,Programming,Designing,Problem Solving,Communication,Economics,Mathematics,95.62,9,9,37,Team,Hands-On,Civil Engineer
Science,Outdoor,Helping,Exploring,Communication,Python,Psychology,Psychology,82.78,5,5,34,Team,Hands-On,Civil Engineer
Science,Outdoor,Exploring,Designing,Teamwork,Python,Chemistry,Computer Science,73.3,6,8,39,Structured,Reading,Civil Engineer
Science,Outdoor,Designing,Public Speaking,Empathy,Python,Business Studies,Economics,75.88,9,4,34,Structured,Listening,Civil Engineer
Science,Outdoor,Writing,Writing,Problem Solving,Leadership,Biology,Physics,67.83,3,6,34,Outdoor,Reading,Civil Engineer
Science,Outdoor,Programming,Helping,Python,Teamwork,Political Science,Economics,90.13,8,4,44,Team,Reading,Civil Engineer
Science,Outdoor,Reading,Public Speaking,Empathy,Leadership,Political Science,Physics,87.21,8,6,30,Team,Listening,Civil Engineer
Science,Outdoor,Writing,Drawing,Communication,Empathy,Psychology,Economics,71.28,9,10,42,Outdoor,Visual,Civil Engineer
Science,Outdoor,Writing,Drawing,Empathy,Teamwork,Political Science,Computer Science,70.11,4,7,26,Team,Listening,Civil Engineer
Science,Outdoor,Programming,Reading,Python,Empathy,Psychology,Mathematics,78.23,6,6,27,Solo,Listening,Civil Engineer
Science,Outdoor,Programming,Writing,Empathy,Communication,Economics,Biology,80.14,5,4,20,Outdoor,Visual,Civil Engineer
Commerce,Organize,Programming,Drawing,Communication,Creativity,Political Science,Economics,74.72,10,10,32,Solo,Hands-On,Management
Commerce,Organize,Designing,Reading,Observation,Leadership,Economics,Biology,68.98,7,5,36,Team,Listening,Management
Commerce,Organize,Exploring,Writing,Communication,Observation,Mathematics,Psychology,82.66,9,6,33,Team,Listening,Management
Commerce,Organize,Helping,Helping,Communication,Communication,Physics,Psychology,66.22,5,6,36,Structured,Visual,Management
Commerce,Organize,Drawing,Writing,Empathy,Creativity,History,Biology,84.14,5,9,33,Outdoor,Visual,Management
Commerce,Organize,Public Speaking,Writing,Observation,Communication,Chemistry,Economics,74.79,5,2,39,Structured,Visual,Management
Commerce,Organize,Helping,Public Speaking,Empathy,Creativity,Economics,Computer Science,82.37,6,7,37,Solo,Visual,Management
Commerce,Organize,Programming,Designing,Teamwork,Problem Solving,Biology,Business Studies,59.37,5,8,28,Structured,Listening,Management
Commerce,Organize,Writing,Designing,Creativity,Teamwork,Psychology,Mathematics,77.94,4,7,34,Team,Listening,Management
Commerce,Organize,Reading,Programming,Leadership,Python,Economics,Computer Science,58.85,9,5,30,Solo,Visual,Management
Commerce,Organize,Writing,Drawing,Problem Solving,Communication,Chemistry,Political Science,77.01,9,4,35,Solo,Hands-On,Management
Commerce,Organize,Exploring,Programming,Problem Solving,Communication,Psychology,Business Studies,79.29,8,7,33,Team,Visual,Management
Commerce,Organize,Reading,Writing,Empathy,Empathy,Business Studies,Political Science,66.72,7,4,20,Outdoor,Hands-On,Management
Commerce,Organize,Helping,Public Speaking,Creativity,Python,Business Studies,Psychology,79.37,8,2,29,Structured,Reading,Management
Commerce,Organize,Programming,Writing,Python,Problem Solving,Chemistry,Computer Science,81.19,10,7,31,Structured,Reading,Management
Commerce,Organize,Reading,Programming,Empathy,Communication,Computer Science,Chemistry,73.17,9,5,31,Structured,Visual,Management
Commerce,Organize,Helping,Designing,Teamwork,Teamwork,Computer Science,Chemistry,70.17,5,7,43,Structured,Reading,Management
Commerce,Organize,Writing,Designing,Observation,Communication,History,Physics,78.23,6,6,27,Outdoor,Listening,Management
Commerce,Organize,Exploring,Helping,Empathy,Leadership,Psychology,Physics,83.83,6,6,50,Team,Visual,Management
Commerce,Organize,Reading,Writing,Problem Solving,Empathy,Political Science,Physics,77.99,5,6,40,Structured,Listening,Management
Commerce,Organize,Exploring,Public Speaking,Teamwork,Leadership,Chemistry,Business Studies,76.13,4,8,31,Solo,Reading,Management
Commerce,Organize,Reading,Exploring,Communication,Communication,Mathematics,Mathematics,93.73,9,6,41,Team,Visual,Management
Commerce,Organize,Designing,Reading,Problem Solving,Empathy,Biology,Psychology,75.68,8,7,30,Outdoor,Hands-On,Management
Commerce,Organize,Reading,Reading,Problem Solving,Problem Solving,Political Science,Economics,68.56,9,6,32,Outdoor,Listening,Management
Commerce,Organize,Programming,Designing,Creativity,Problem Solving,Biology,Biology,65.45,7,10,29,Solo,Visual,Management
Commerce,Organize,Reading,Helping,Observation,Problem Solving,Computer Science,Business Studies,75.24,9,6,37,Structured,Listening,Management
Commerce,Organize,Programming,Drawing,Leadership,Problem Solving,Biology,Psychology,64.38,7,6,39,Structured,Visual,Management
Commerce,Organize,Designing,Writing,Empathy,Python,History,Computer Science,86.87,10,8,36,Outdoor,Visual,Management
Commerce,Organize,Writing,Helping,Leadership,Leadership,History,Chemistry,76.94,6,7,33,Team,Reading,Management
Commerce,Organize,Helping,Exploring,Observation,Leadership,Business Studies,Psychology,76.68,9,4,40,Solo,Reading,Management
Commerce,Organize,Exploring,Public Speaking,Problem Solving,Teamwork,Political Science,Economics,88.17,6,2,31,Solo,Reading,Management
Commerce,Organize,Reading,Helping,Problem Solving,Communication,Political Science,Psychology,87.97,6,5,32,Solo,Reading,Management
Commerce,Organize,Public Speaking,Public Speaking,Python,Empathy,Physics,History,83.41,8,6,33,Solo,Hands-On,Management
Commerce,Organize,Public Speaking,Helping,Observation,Teamwork,Political Science,Business Studies,71.08,5,10,33,Solo,Visual,Management
Commerce,Organize,Public Speaking,Writing,Teamwork,Teamwork,Biology,History,87.17,10,8,32,Outdoor,Hands-On,Management
Commerce,Organize,Drawing,Helping,Creativity,Leadership,Physics,Business Studies,79.04,6,5,36,Solo,Reading,Management
Commerce,Organize,Public Speaking,Public Speaking,Empathy,Empathy,Computer Science,Business Studies,63.21,9,6,36,Solo,Visual,Management
Commerce,Organize,Exploring,Drawing,Communication,Python,Mathematics,Computer Science,77.83,6,8,32,Outdoor,Hands-On,Management
Commerce,Organize,Designing,Designing,Observation,Teamwork,Computer Science,Mathematics,83.71,4,7,44,Structured,Hands-On,Management
Commerce,Organize,Designing,Reading,Python,Observation,Political Science,Psychology,65.0,5,8,35,Outdoor,Hands-On,Management
Commerce,Organize,Reading,Exploring,Creativity,Observation,Computer Science,Economics,78.51,7,8,40,Outdoor,Hands-On,Management
Commerce,Organize,Helping,Public Speaking,Communication,Empathy,Physics,Psychology,79.1,6,8,44,Structured,Hands-On,Management
Commerce,Organize,Drawing,Programming,Teamwork,Leadership,Computer Science,Business Studies,73.67,5,9,34,Structured,Listening,Management
Commerce,Organize,Programming,Public Speaking,Observation,Empathy,Political Science,History,53.27,8,5,34,Outdoor,Hands-On,Management
Commerce,Organize,Drawing,Drawing,Leadership,Creativity,History,Biology,78.32,7,8,32,Outdoor,Reading,Management
Commerce,Organize,Writing,Reading,Empathy,Observation,Mathematics,Computer Science,80.13,6,8,38,Structured,Hands-On,Management
Commerce,Organize,Writing,Helping,Leadership,Teamwork,Chemistry,History,65.65,9,5,39,Solo,Visual,Management
Commerce,Organize,Exploring,Public Speaking,Creativity,Problem Solving,Political Science,Computer Science,78.67,10,6,33,Structured,Visual,Management
Commerce,Organize,Drawing,Drawing,Empathy,Observation,Business Studies,Psychology,74.81,6,8,26,Structured,Reading,Management
Commerce,Organize,Writing,Drawing,Creativity,Teamwork,Economics,Biology,64.46,4,8,43,Outdoor,Visual,Management
Commerce,Organize,Programming,Exploring,Leadership,Empathy,Biology,Psychology,73.96,6,7,40,Team,Listening,Management
Commerce,Organize,Reading,Drawing,Problem Solving,Problem Solving,Business Studies,Business Studies,65.73,7,8,37,Structured,Listening,Management
Commerce,Organize,Programming,Programming,Empathy,Observation,Physics,Economics,76.9,9,1,38,Team,Visual,Management
Commerce,Organize,Programming,Public Speaking,Empathy,Observation,Computer Science,Biology,68.46,3,8,41,Solo,Listening,Management
Commerce,Organize,Helping,Drawing,Creativity,Python,Computer Science,Computer Science,73.63,8,10,41,Structured,Hands-On,Management
Commerce,Care,Designing,Drawing,Observation,Teamwork,Economics,Mathematics,91.4,8,7,26,Team,Listening,Accountant
Commerce,Care,Programming,Public Speaking,Empathy,Communication,Mathematics,Physics,72.54,5,10,34,Team,Visual,Accountant
Commerce,Care,Writing,Programming,Problem Solving,Leadership,Political Science,Psychology,76.23,8,7,43,Solo,Visual,Accountant
Commerce,Care,Reading,Programming,Python,Creativity,Business Studies,History,68.77,7,5,28,Structured,Visual,Accountant
Commerce,Care,Helping,Exploring,Communication,Empathy,Physics,Computer Science,68.88,6,6,31,Structured,Visual,Accountant
Commerce,Care,Helping,Drawing,Problem Solving,Creativity,Political Science,Psychology,60.94,6,3,38,Solo,Hands-On,Accountant
Commerce,Care,Reading,Reading,Teamwork,Empathy,Psychology,Mathematics,75.82,4,6,31,Outdoor,Reading,Accountant
Commerce,Care,Writing,Designing,Leadership,Communication,Physics,Political Science,78.19,9,3,35,Structured,Reading,Accountant
Commerce,Care,Exploring,Writing,Empathy,Python,Physics,Chemistry,73.4,8,7,31,Solo,Listening,Accountant
Commerce,Care,Drawing,Reading,Creativity,Creativity,Computer Science,Mathematics,71.81,5,9,35,Structured,Hands-On,Accountant
Commerce,Care,Helping,Exploring,Python,Creativity,Biology,Physics,94.01,6,5,27,Outdoor,Hands-On,Accountant
Commerce,Care,Writing,Designing,Creativity,Creativity,Physics,Physics,56.97,3,7,37,Team,Reading,Accountant
Commerce,Care,Writing,Writing,Teamwork,Leadership,Chemistry,Economics,59.19,8,6,35,Outdoor,Reading,Accountant
Commerce,Care,Reading,Designing,Problem Solving,Teamwork,Computer Science,Business Studies,91.12,8,6,30,Structured,Listening,Accountant
Commerce,Care,Drawing,Reading,Communication,Python,Biology,Chemistry,53.48,5,6,30,Structured,Listening,Accountant
Commerce,Care,Exploring,Drawing,Problem Solving,Observation,Psychology,Physics,73.69,7,6,31,Team,Listening,Accountant
